id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,like
7Me0vOSlJfaPY7Pc4GeItd,Marquee Moon,0.49,0.536,7,-10.83,1,0.0382,0.0391,0.371,0.116,0.732,118.008,4,1
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,0.782,0.589,0,-7.37,1,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022,4,0
47rVmhBEJm7bJUYpNcCxsK,Dreams Via Memories,0.5,0.758,0,-6.891,1,0.0363,0.582,0.00376,0.105,0.639,99.96,4,1
6RObO033GGC7mReVoRQJPU,80's makeout session,0.758,0.397,0,-11.169,1,0.0745,0.634,0.0,0.272,0.289,96.0,4,1
05FVS9qqWq2A82fYCtblkt,Who The Fuck Are Arctic Monkeys?,0.348,0.896,4,-7.63,0,0.0397,0.000216,0.0173,0.168,0.572,132.577,4,1
03OjIsSVv8mwp58p3iK87o,the same,0.583,0.504,5,-10.944,0,0.0292,0.86,0.177,0.103,0.312,144.043,4,1
1e1uMbclHAbJbcXOpiW8Fg,Jersey (feat. Darell),0.689,0.822,6,-3.325,0,0.237,0.325,0.0,0.148,0.39,132.186,4,0
6UwGn7KmYeCZVq2QbYsrgG,TUPU,0.585,0.553,5,-12.599,0,0.029,0.254,0.0166,0.115,0.32,97.02,4,1
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,0.644,0.872,6,-1.54,0,0.0417,0.164,0.0,0.363,0.378,131.016,4,0
6jHkDIkFnmZj3gihw8XG4X,Before Your Very Eyes...,0.553,0.81,10,-11.19,0,0.0378,0.114,0.839,0.0926,0.415,123.984,4,1
3gqeGUaXzYsmG6VzfQfagw,Para Ti,0.49,0.542,9,-7.734,1,0.047,0.287,0.0,0.104,0.199,152.213,3,0
0uif0Lvh62KQ8GIFY594M7,Party Time,0.635,0.878,0,-4.753,1,0.07,0.0103,0.538,0.338,0.414,125.002,4,0
2bJEaY50WmbCr6n5p7pub9,Strawberry Season,0.763,0.207,0,-16.304,1,0.0293,0.354,0.0014,0.0793,0.513,108.022,4,1
0LzwLyzKsViB56qZOJ7xKg,I Will Survive,0.821,0.519,5,-9.853,1,0.355,0.247,2.13e-06,0.194,0.807,107.632,4,1
1gq1gf44tZ9cyTdlcyoJd1,Strawberry Rush,0.594,0.84,2,-3.816,1,0.0829,0.149,0.0,0.099,0.506,157.927,4,0
5bJ3imTI0ErWNsFWEgi5F8,Baby When the Light (feat. Cozi),0.588,0.749,0,-7.621,1,0.035,0.0264,0.0,0.139,0.248,129.959,4,0
5Vc7jkBAL54XmdP8AYR4c5,Niña,0.39,0.87,2,-4.879,1,0.0377,0.00533,0.000333,0.0394,0.928,199.999,4,1
2z6M8ZmA5zKcvUz1PFwxvc,Providence Sky (feat. Alexandra Savior),0.537,0.682,7,-4.78,1,0.0283,0.577,2.74e-05,0.278,0.526,115.76,4,1
4qbi9JDziBh3cxi9SFUbeu,"Baila Morena (with Luny Tunes, Noriega) - Remix",0.786,0.819,0,-5.062,1,0.108,0.207,0.0,0.0969,0.775,94.002,4,0
2AJ5pmDnjnbsu0wpJsp86D,Curfew,0.852,0.253,5,-13.003,0,0.142,0.329,0.00464,0.159,0.678,120.079,4,1
3bmbNLqSJjGDRbbqlJUt4y,Your Body - Cat Dealers Radio Edit,0.684,0.612,9,-4.468,1,0.365,0.327,0.135,0.352,0.344,123.967,4,0
4yFh5okeS2u5iO5vAsBsHc,Bossa & People,0.56,0.683,9,-7.917,0,0.0514,0.599,0.000114,0.0851,0.643,127.438,3,1
59xD5osEFsaNt5PXfIKUnX,Illusion,0.677,0.763,8,-4.701,0,0.0471,0.0235,2.04e-06,0.0894,0.719,126.962,4,0
2TRFIQpTqq12xGpFJEr0Ft,Worth It (feat. Kid Ink),0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,4,0
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4,1
0ulsRBiciReng91DhfVT9D,Bebé,0.72,0.82,9,-5.821,1,0.113,0.579,0.000171,0.18,0.533,169.758,4,0
3azSRGmcZSaSZVV3Izg4Tg,Powertrip,0.525,0.833,11,-5.844,1,0.0372,5.83e-05,0.623,0.107,0.621,140.732,4,0
15uu7J5uhauYJ9hGtJ077N,Tú a Mí No Me Hundes,0.785,0.339,0,-13.75,1,0.0637,0.382,0.0,0.443,0.97,133.767,4,0
6n6OQfBpCgzF9oEg8zhBN7,Get Along,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,4,0
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,1
70gbuMqwNBE2Y5rkQJE9By,Going to California - Remaster,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,4,1
1uKjQoh8JZj9ryuYRhpd7E,Ahora Te Puedes Marchar,0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,4,0
2qbOs1ApLfN75fDiDoRmaJ,Bailalo Como Shakira Mix,0.78,0.905,10,-2.99,0,0.0499,0.126,0.0,0.0883,0.61,95.966,4,0
5OHbgQbHzTjolHzWffSrvn,Glass in the park,0.553,0.19,2,-14.961,1,0.0298,0.903,0.000227,0.0993,0.299,100.002,4,1
1P2kJgt48gQ7p6Dpg8YniQ,Bugs,0.842,0.721,0,-8.706,1,0.0714,0.0642,0.019,0.0932,0.476,126.081,4,0
1ZXu0ib26kWfQQngREMcU2,Giant Steps - 2020 Remaster,0.417,0.42,0,-13.046,0,0.06,0.186,0.00111,0.185,0.517,147.143,4,1
2CxLla7i6lur02aOVMHPMK,Someday - triple j Like A Version,0.567,0.235,11,-13.57,1,0.0322,0.454,6.67e-06,0.0938,0.265,81.678,4,1
2amJsWuU8ohAth78f2QOLD,The Bakery,0.574,0.793,11,-6.059,0,0.0321,0.00814,0.00874,0.161,0.678,119.977,4,1
41mclLjggl2nmbYpRisKrh,Chateau (Feel Alright),0.641,0.365,7,-11.763,1,0.027,0.43,8.23e-06,0.297,0.348,134.881,4,1
3hWfKBt3n7j1xqIy6LA5ve,Astronomia,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4,0
1MVqeIAwhD4T44AKVkIfic,leavemealone,0.68,0.881,0,-4.503,1,0.0553,0.00499,0.0253,0.574,0.105,174.062,4,0
2WRLr70hcBle7rqFjivHFQ,Micael,0.512,0.521,7,-11.496,0,0.0278,0.778,0.441,0.0996,0.257,123.289,4,1
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,1
12eMQUn2GzfsfsQLH53M19,Scream,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,4,0
7j9iuJvGg8Ve2O20CO8Oho,Dueño de Ti,0.734,0.676,10,-0.007,1,0.047,0.314,0.0,0.0646,0.774,146.181,3,0
2nlivHG7sBn9C22SBhzuQp,Better Way To Live,0.788,0.69,4,-6.897,0,0.219,0.218,0.0,0.413,0.813,94.012,4,1
3QJnjJH53Ocg22MaLutrgJ,Easily,0.283,0.982,0,-0.32,1,0.0703,0.000204,0.0756,0.0627,0.438,124.149,4,1
00lopN8UjPU58scvfgjSPK,Pushing On,0.741,0.822,6,-4.475,0,0.0428,0.00297,0.00215,0.232,0.717,122.006,4,0
57DZJLuPk9a5ULzdER3ZFy,Todas Mueren por Mí,0.903,0.704,0,-6.702,1,0.114,0.0272,0.00463,0.117,0.588,92.009,4,0
6PUPRb62MyZo6MRlEQZKFq,Dusk,0.852,0.3,9,-6.742,0,0.0713,0.194,0.0259,0.112,0.575,94.006,4,1
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,1
2aBSFHjDOewbd4mdqhwTAb,Eggs in one Basket,0.584,0.537,11,-7.309,0,0.0268,0.678,0.0,0.0982,0.869,179.951,4,1
4ipOlqOQx0hoNFgy2u4wGj,Nos Fuimos Hasta Abajo - Remix,0.787,0.437,0,-8.622,1,0.353,0.0108,0.0,0.333,0.935,191.451,4,0
5CMjjywI0eZMixPeqNd75R,Lose Yourself to Dance (feat. Pharrell Williams),0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,4,0
18T2uIJteJ7o1W8XLFRpaN,María,0.754,0.524,4,-8.024,1,0.029,0.0318,0.00248,0.11,0.669,123.907,4,1
4XTuSMs47SIg35KxhNIUGe,White Winter Hymnal,0.629,0.534,6,-9.054,0,0.0267,0.437,3.33e-06,0.328,0.649,124.964,4,1
1bHXdb3NK8JZH5HpgKzh0t,Leaving My Old Life Behind,0.524,0.625,8,-8.035,0,0.0282,0.218,0.000233,0.0905,0.271,111.187,4,1
0OIkb1unFOOnCcNI8g4JTG,Hark,0.746,0.451,9,-9.065,0,0.146,0.181,0.892,0.0751,0.186,127.958,4,1
5AdSNoVSGDmStmQSDis3gz,Beautiful Faces,0.502,0.9,0,-1.516,1,0.0418,0.0166,2.79e-06,0.225,0.704,98.922,4,1
7mxZl03DP5xXYz1oiMXM41,Gmaps,0.553,0.874,5,-5.645,1,0.0365,0.13,0.0131,0.0866,0.707,172.065,4,1
2E7qG81LXdZEfobhcrVm06,Killin' It,0.717,0.855,6,-2.758,1,0.0716,0.0498,0.0,0.0259,0.913,90.006,4,0
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,0
2cUGbioZA5sPZ0KlZwpzYj,Los Intocables,0.699,0.553,2,-6.596,1,0.198,0.0801,0.0,0.401,0.209,134.167,4,0
4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4,0
6xqbec9MHRmW7qtEINAlRx,Darte Remix,0.81,0.631,4,-6.541,0,0.0938,0.144,1.32e-06,0.451,0.573,154.976,4,0
3YDhvtqfYGu5VJvw5A5tZu,Mili Mili Mili,0.803,0.728,11,-6.007,0,0.276,0.0997,0.00462,0.0858,0.766,91.978,4,0
0onlMB4z4CWBizV0icIll7,The Party,0.465,0.473,9,-9.734,0,0.0393,0.357,0.0253,0.203,0.325,141.868,4,1
5gJKsGij5oGt5H5RSFYXPa,Tequila,0.671,0.742,5,-9.912,1,0.0441,0.121,0.679,0.0601,0.897,89.748,4,0
3D1yJNWiYnO3xu4ujcS4oe,Hours,0.471,0.421,0,-7.242,1,0.0334,0.513,5.06e-05,0.112,0.334,115.952,4,0
0Tq7v8YAmwdnAYBwyR1pZ4,"Earth, Wind & Fire",0.664,0.888,11,-3.277,0,0.0902,0.0208,0.0,0.0623,0.617,153.089,4,0
1bcwdP9RcRJ0RBEsy8k3a1,Do I Wanna Know?,0.593,0.589,3,-9.357,1,0.0448,0.0587,0.000405,0.137,0.635,174.0,4,1
3SIAcH3z6LSI1XU95FtkCf,"Blah, Blah, Blah",0.773,0.784,11,-5.327,0,0.149,0.00999,0.00224,0.0618,0.81,91.958,4,0
7kzKAuUzOITUauHAhoMoxA,Last Nite,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,4,1
48UPSzbZjgc449aqz8bxox,Californication,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,1
6NSMQFKgjpQb0KkjMDYIK0,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054,4,0
0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,0
5eyTC5GZzpzlN7YRO9AoPf,The View From The Afternoon,0.387,0.922,9,-5.192,0,0.0674,0.00487,0.0,0.187,0.417,146.478,4,1
6KgBpzTuTRPebChN0VTyzV,Good as Hell,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,4,0
3Sa3BLllDDw05udxXlba8p,Burning,0.721,0.758,11,-7.536,0,0.0372,0.671,0.891,0.133,0.864,150.825,4,1
6bQfNiqyCX7UaQSvVVGo4I,Shivers,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,0
3skC4mUK23HjA5AaJV0fMw,Malditas Ganas,0.909,0.594,7,-5.745,1,0.107,0.237,0.000218,0.0771,0.946,114.9,1,0
6gyagQouotKjEoGQVi1e7d,A Cara o Cruz,0.716,0.845,7,-8.378,1,0.029,0.136,6.19e-05,0.103,0.968,133.956,4,1
1mSN4qgCtDadCJH9rVL2JK,Agarrala Pegala Azotalla,0.809,0.637,2,-5.407,1,0.0747,0.109,2.02e-05,0.036,0.444,101.965,4,0
22OUt1Ay9s2n0z6EMLlo2t,Khalifa,0.595,0.663,4,-5.755,0,0.0931,0.225,0.0,0.335,0.28,130.982,4,0
7d4W06sKxGEm40rYdQgEtt,Standing Next To Me,0.322,0.95,9,-6.287,0,0.101,0.00116,1.75e-06,0.263,0.574,182.778,4,1
5QREkNN2kAKUsXppK9Vrcu,Money,0.772,0.755,11,-7.375,0,0.132,0.256,0.0087,0.0963,0.89,133.136,4,1
2DEZmgHKAvm41k4J3R2E9Y,Safaera,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,4,0
5ow0sNF1zSqp71Ix5jEXWU,Dancing in the Moonlight (feat. NEIMY),0.659,0.617,11,-5.862,0,0.0649,0.27,0.0,0.187,0.187,119.858,4,0
3NM41PVVUr0ceootKAtkAj,As the World Caves In,0.327,0.449,10,-5.362,1,0.034,0.369,0.00444,0.22,0.179,123.969,4,1
0uKyC5TIiwfeh0evennKOO,Emmylou,0.591,0.41,9,-8.762,0,0.0229,0.599,0.000346,0.189,0.308,96.003,4,1
3iT5FD6ZtGffWLyFgdEO65,Siente el Boom (feat. Tito el Bambino & Randy),0.802,0.709,7,-6.635,1,0.0856,0.123,0.0,0.0676,0.506,95.03,4,0
2Ti4DCTo6Ag7QvaYex8A8B,Run Away,0.761,0.892,5,-2.588,1,0.0717,0.0244,0.0,0.123,0.592,129.984,4,0
5OusUgzHz6Ulb3GZT7WUo5,Watching You,0.625,0.848,2,-4.008,1,0.0314,0.105,0.0,0.23,0.716,137.993,4,0
4ojwGTehgBRAg52jbFgzJg,Me Reclama,0.755,0.72,1,-4.215,0,0.0826,0.348,0.0,0.168,0.713,175.93,4,0
3BhyxulZ13uWZS6LqiYiCj,Cheeky Icy Thang,0.757,0.843,2,-4.033,1,0.0475,0.0128,0.0,0.117,0.673,131.011,4,0
0DZfBeJhOPyjhqoaTkE3kZ,UFOF,0.623,0.613,10,-9.241,0,0.0309,0.638,0.572,0.143,0.745,147.168,4,1
40SY3X8rm5UVztJrm1Ey22,Butt No Rifle,0.4,0.849,7,-5.209,1,0.206,0.0891,0.0077,0.108,0.786,88.086,4,1
3Rtv6zRNKpeSygXoaF9kCm,Beyond the Realms of Death,0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,4,0
4HtL8YlrABgueh0Sw1bR6G,Space Walk,0.633,0.892,4,-7.921,1,0.0287,0.0856,0.431,0.215,0.584,104.979,4,1
57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,0.803,0.512,9,-6.871,0,0.066,0.128,0.0,0.0928,0.435,96.02,4,0
0MptIBgkeSG7fwpI8IRM8S,1000 Times,0.557,0.818,7,-5.264,1,0.0422,0.331,0.884,0.595,0.199,109.154,4,1
15049rGLXHwrWtE4euUb5C,The Killing Moon,0.522,0.85,7,-4.769,1,0.0361,0.132,0.0329,0.295,0.71,124.216,4,1
605E2oDpy3uSIhbRFcrQyn,Despair In The Departure Lounge,0.316,0.306,2,-13.322,1,0.0411,0.676,0.0025,0.0809,0.284,85.255,4,1
42XSkonylQ4VOFDn443wxD,Casa,0.286,0.427,0,-10.666,0,0.0335,0.688,0.0164,0.11,0.0863,167.724,3,1
5qRwSoEIzmNOo8XlSscM8y,Bésame,0.574,0.697,4,-4.355,0,0.032,0.596,0.0,0.105,0.473,81.045,4,0
3pSTUZbp7J5jg2JHChTf21,A Menina Dança,0.581,0.677,9,-7.428,0,0.0422,0.772,0.00468,0.129,0.91,105.468,4,1
3HFvdapu8PAw0zHHu5g6Bv,Cobalt,0.588,0.284,7,-10.678,1,0.032,0.7,0.00624,0.12,0.146,89.887,4,1
65PXVu64xyXCpKczg4K9Cz,El Centenario,0.507,0.569,5,-5.379,1,0.0901,0.384,0.0,0.146,0.968,185.619,3,0
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,0
2bzkpvvrgH6GO4CBM8KDfM,Tell Me Now,0.722,0.355,2,-9.719,1,0.0713,0.0938,0.00384,0.117,0.176,89.977,4,0
0LMwmV37RCmBO2so0szAFs,Whatever,0.58,0.777,3,-5.69,1,0.0655,0.104,0.0,0.342,0.589,108.005,4,0
7B1QliUMZv7gSTUGAfMRRD,Live Like You Were Dying,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,4,0
6OIePp3zOPV4OubtVTyJJ8,"Soldado Y Profeta (feat. Ozuna, Almighty, Kendo & Ñengo Flow)",0.561,0.72,1,-5.451,0,0.262,0.479,0.0,0.374,0.682,87.175,4,0
2GggG2lQVYuus2aeAybe8M,La Planta,0.695,0.796,4,-6.057,0,0.0361,0.0174,0.0,0.0493,0.652,114.804,4,0
3ge7QV3uMXtofWBmVZcuhp,El Granjero,0.704,0.638,7,-4.949,1,0.141,0.29,7.38e-06,0.233,0.749,149.968,4,0
579TMaTks6ncSed8w7J2yw,Coronamos,0.851,0.484,10,-6.927,0,0.133,0.501,0.0,0.12,0.383,141.898,4,0
0RD27NcbftTkhb1NlxQMGR,Sweet Dreams,0.732,0.714,0,-7.432,0,0.0791,0.332,1.05e-06,0.131,0.376,121.982,4,0
3sVfjl9XFBk8gjGrph7EWo,La Morena,0.885,0.963,7,-5.892,1,0.0621,0.0976,5.35e-06,0.0862,0.834,127.342,4,0
0p7qrH9BepbFOukVfgzLu7,Calm Like You,0.347,0.76,6,-7.264,0,0.0535,0.0057,5.59e-05,0.121,0.581,128.226,3,1
2LxdNADWier3MKTei8FbOY,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),0.686,0.892,10,-3.186,0,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,4,0
6iYxkBHyMpsgVxUgfy5fSx,ALL MY LOVE,0.521,0.279,9,-10.279,1,0.0263,0.592,7.19e-05,0.109,0.234,137.848,4,0
0VxocBntP1XTZRsR9ZURPS,La Vie En Rose,0.475,0.149,4,-11.429,1,0.0395,0.844,0.0,0.14,0.318,95.423,4,1
3WUyu94psXrYV6HZbXgcFA,Rover,0.629,0.806,1,-2.034,0,0.201,0.0212,0.000487,0.0955,0.545,186.022,4,0
7CRnZcg2AYTI2d39d0YKjC,King Louis,0.905,0.411,1,-8.137,0,0.0554,0.0391,0.000164,0.0656,0.963,114.967,4,1
5Yd5o6w2WkicEulQkghKxl,Off You,0.464,0.102,10,-18.76,1,0.0319,0.965,0.0277,0.108,0.0642,81.165,4,1
4PAMDOg5KBjnzocJ60eMpl,Tell My Momma,0.769,0.81,0,-2.774,1,0.0353,0.13,0.0,0.237,0.637,121.94,4,0
6crBy2sODw2HS53xquM6us,Tribute,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,4,1
6WrUmcCNexyd0ia5tQyGKH,Despair,0.385,0.336,9,-12.024,1,0.0322,0.767,0.295,0.121,0.211,151.85,3,1
1OYZbxODr6TMlaT2PRi6Wi,Perdóname,0.67,0.821,9,-5.868,0,0.0334,0.251,0.0,0.199,0.384,94.983,4,0
6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,0
5Go4hsetiQKICFWV7ougTL,Mouth Log,0.662,0.184,8,-11.103,1,0.0329,0.874,0.000207,0.107,0.36,128.078,4,1
5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy (feat. Benny Sings),0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,4,1
5VgcM58bybW45T2WgTdbeY,"Ain't Got No - I Got Life (From the musical production ""Hair"")",0.557,0.632,7,-11.072,1,0.111,0.442,2.24e-05,0.833,0.692,115.097,4,1
5dqsBNMcoZdZSkdtAKmaQz,PERREA KTM,0.834,0.684,1,-7.453,1,0.0694,0.0749,9.37e-05,0.192,0.641,98.015,4,0
5PCGEfALcpGtURIuTqvX0R,PELIGROSA,0.776,0.442,6,-8.99,0,0.0575,0.319,1.31e-05,0.0723,0.838,100.021,4,0
5mU64kUbsSniBbSqLzyhsp,Lo Que Quiero Es Besarte,0.797,0.632,10,-3.325,1,0.165,0.274,0.0,0.111,0.961,92.011,4,0
5VzvK7YiwWbRePA2JOzhYq,Because the Night - Live Unplugged,0.408,0.79,11,-8.138,0,0.103,0.26,0.00027,0.765,0.347,122.624,4,1
2QpmB0XYs7ndRfCC2Setb7,Next,0.74,0.732,11,-5.589,0,0.0673,0.108,0.0,0.121,0.423,137.934,3,0
7AbvQJtemstJpkItjtDkHG,Judas Priest,0.268,0.922,10,-4.825,0,0.143,9.33e-06,0.01,0.138,0.421,89.002,4,0
3fePur9Ksd5zWHxcY3iBwp,C'mere,0.403,0.947,2,-3.411,0,0.0414,8.7e-05,0.115,0.0677,0.634,125.359,4,1
1kEWmwBPNkG1LtMb1H0xtZ,No Discutamos,0.469,0.206,5,-16.873,1,0.0333,0.834,0.00117,0.209,0.389,99.01,4,0
6RAWJeE0JV1SBswE3vBtvF,Me Prefieres a Mi,0.716,0.448,0,-12.317,1,0.057,0.329,0.0,0.0523,0.763,81.009,4,0
4GigVheAnNO0acLliRzxnV,Saxofon - Original,0.876,0.957,8,-3.891,1,0.195,0.000968,0.548,0.086,0.377,127.982,4,0
2gYj9lubBorOPIVWsTXugG,After LIKE,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,4,0
0IDyf9eri6YrUs4yeQfCZZ,Estar contigo,0.489,0.572,2,-5.109,1,0.027,0.431,0.0,0.131,0.321,78.423,4,0
4fqwEothoIOcKr3pARJCgu,Gettin' Over (feat. Chris Willis & Fergie),0.714,0.816,10,-4.415,1,0.0796,0.21,0.0,0.196,0.624,129.822,4,0
4nmYEaw0oVz3QKxUlrmFkh,Nadie Es Eterno,0.566,0.848,6,-3.127,1,0.0482,0.0381,0.0,0.142,0.765,103.292,3,0
2awKQgW88iq9jFM54VaCAp,El Sol No Regresa,0.615,0.878,3,-4.056,1,0.035,0.052,1.16e-06,0.326,0.721,127.905,4,0
1DfPwyQnGN8Oxuy4BRaixB,P.O Box,0.872,0.374,1,-11.75,1,0.0825,0.413,1.79e-06,0.0882,0.571,116.954,4,0
3skn2lauGk7Dx6bVIt5DVj,Starlight,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,4,1
4I7v9Wht7b1MlHaTQA0fD3,El Mochomo,0.815,0.797,2,-5.978,1,0.0454,0.169,0.0,0.141,0.96,115.723,4,0
0t1aevyxoYipjTR3mKmXP2,Mi Chiquita,0.756,0.878,3,-6.03,0,0.0442,0.008,0.151,0.301,0.937,144.01,4,0
1pKuoNmq0282BNd7NRSJ9M,Mucha Marihuana,0.724,0.638,9,-4.721,0,0.0344,0.107,0.0,0.078,0.623,92.671,4,0
31EJcKUZGaDCm684ByEx0G,She Looks to Me,0.577,0.766,1,-3.786,0,0.0267,0.0133,3.7e-05,0.158,0.452,88.013,4,1
1cZHUhGz7xJ8c4szDipipd,Mejores Jordans,0.669,0.583,1,-8.949,1,0.269,0.603,2.54e-06,0.1,0.271,115.221,4,0
1cgy2FSOQMbq7DHCVgMAUA,Questions,0.599,0.713,11,-7.008,1,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4,0
79RWsdvJOlMHZ5XHdvoiLT,Popstar researching oblivion,0.175,0.52,0,-8.713,1,0.0339,0.657,0.811,0.119,0.277,168.993,4,1
5Fli1xRi01bvCjsZvKWro0,Houdini,0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024,4,1
3aueSu8pGjs8JvuIeRcDDD,Female Lead,0.562,0.565,4,-7.953,1,0.0288,0.0166,0.0,0.0988,0.688,128.853,4,1
65ULaMAWzUp4wLjMe7bVQz,Paloma,0.233,0.881,0,-4.51,1,0.0396,0.499,0.0,0.35,0.541,150.492,4,1
3POYMPJ0HJGtBc7aO2H7QV,Tokyo Smoke,0.453,0.953,6,-3.058,0,0.152,1.67e-05,0.0825,0.106,0.446,142.96,4,1
1KUDLjJWT6JCFVHdRSkxhy,Fin de Semana,0.887,0.674,0,-5.735,1,0.231,0.163,0.0,0.0867,0.888,93.519,4,0
3JJ4BoL9WVHk4Yye2EGJC7,Flim,0.71,0.734,0,-14.932,0,0.052,0.513,0.836,0.0701,0.4,147.98,4,1
7KwJrAQMoJyUEBes3evMLv,Orpheus Under the Influence,0.362,0.871,2,-6.546,1,0.0502,0.0365,0.000256,0.114,0.526,151.722,4,1
72KVDc2IbRHukPqJ9CzKTX,Territorial Call of the Female,0.822,0.621,0,-8.626,1,0.04,0.00514,0.733,0.103,0.618,124.975,4,1
4UGv3IQYXPj9oR2RMkarWy,Te Quise Olvidar,0.49,0.687,1,-5.595,1,0.0308,0.0275,0.0,0.11,0.416,143.195,4,0
2KwrYiwQcMHZd14diLyJ0p,Cold Cold Cold - Unpeeled,0.486,0.858,5,-5.087,1,0.0296,0.266,9.07e-06,0.72,0.819,140.435,4,1
351KkakA2YtGEXqSEIIasy,Supernova,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077,4,0
5OqYL1EiGTxt5TWdbPbSPP,Disculpa,0.599,0.701,1,-5.066,1,0.0318,0.0532,4.39e-06,0.316,0.767,116.895,4,1
0tIpUUbOYIWqvI50Ksf7D5,Donde Estan las Gatas,0.827,0.788,7,-11.937,0,0.0831,0.246,0.0,0.0764,0.815,109.933,4,0
4f0JqdYNJaPb6F2RiKGyAr,Lips Like Yours,0.623,0.672,9,-5.299,1,0.0318,0.465,2.99e-06,0.112,0.306,98.028,4,1
7eWabug2g5Kw3QnMxaQlpK,Chica Ven Pa' Ca,0.834,0.739,1,-3.787,0,0.0437,0.014,0.00324,0.21,0.521,94.024,4,0
3SIRBp4RRQ2AO5H4NO7xfq,VULTURES,0.705,0.681,1,-4.256,0,0.192,0.0534,0.0,0.141,0.485,146.118,4,0
1Bqg4yFeVDJxchh6MjkGKy,Chambea,0.856,0.866,0,-3.494,1,0.159,0.228,0.00154,0.164,0.638,116.005,4,0
26z9YaukqS3xtQm2fhm4UV,Algorithm,0.795,0.846,6,-3.547,0,0.0483,0.0667,1.15e-05,0.3,0.919,125.934,4,0
6299HOxKzxhku9TDODRSk3,Tu Haces,0.856,0.558,1,-7.464,1,0.182,0.0071,0.0,0.0746,0.504,97.995,4,0
19X5dUlxVWC5jDg3eOysMz,Like the Weather,0.77,0.459,1,-17.453,1,0.0416,0.112,0.00343,0.145,0.963,133.351,4,1
2yUzr8Sr6ldG8vmHhZwTnz,née-nah,0.681,0.758,1,-6.524,1,0.188,0.00465,0.0,0.555,0.331,165.409,4,0
